unit,supplier,trade_name,value,date,category,establishment
Não identificada,BARATAO LTDA,DSB-DISTRIBUIDORA SUPER BARATAO LTDA,4653.59,13/05/2026,alimentos,BARATAO LTDA
Campo Grande,ATACADISTALTDA -,FORTS ATACADISTA,7626.0,13/05/2026,outros,ATACADISTALTDA - CAMPO GRANDE
Luís Gomes,INDUSTRIAL LTDA -,SEFAZ,476.93,13/05/2026,outros,INDUSTRIAL LTDA - LUIS GOMES
Fortaleza,GOLDEN TOWER MARACANAU,GOLDEN TOWER MARACANAU,510.12,13/05/2026,outros,- FORTALEZA
Fortaleza,LTDA -,DARLEY DIAS BORGES,3500.0,13/05/2026,outros,LTDA - FORTALEZA
Fortaleza,GUSTAVO COLARES DE ALMEIDA,GUSTAVO COLARES DE ALMEIDA,800.0,13/05/2026,outros,FORTALEZA
Fortaleza,A LTDA LTDA -,HOTEL CAJAZEIRAS,484.5,13/05/2026,servicos,A LTDA LTDA - FORTALEZA
Fortaleza,VAZ     LTDA -,MARCOS VAZ,858.46,13/05/2026,outros,VAZ     LTDA - FORTALEZA
Maranguape,INDUSTRIAL LTDA -,GT EMBALAGENS,180.0,13/05/2026,alimentos,INDUSTRIAL LTDA - MARANGUAPE
Maranguape,INDUSTRIAL LTDA -,GT EMBALAGENS,282.0,13/05/2026,alimentos,INDUSTRIAL LTDA - MARANGUAPE
Cocalinho,COMERCIO A S GOIAS LTDA,COMERCIO A S GOIAS LTDA,1800.0,13/05/2026,outros,COCALINHO
Maranguape,LTDA -,DANIEL COSTA CARMELINO,1600.0,13/05/2026,outros,LTDA - MARANGUAPE
Cocalinho,ELTON RODRIGO GAVASSI,ELTON RODRIGO GAVASSI,48.42,13/05/2026,outros,- COCALINHO
Cocalinho,DO MECANICO LTDA -,LOJA DO MECANICO,409.45,13/05/2026,outros,DO MECANICO LTDA - COCALINHO
Cocalinho,DO MECANICO LTDA -,LOJA DO MECANICO,409.45,13/05/2026,outros,DO MECANICO LTDA - COCALINHO
Cocalinho,DO MECANICO LTDA -,LOJA DO MECANICO,409.45,13/05/2026,outros,DO MECANICO LTDA - COCALINHO
Maranguape,BRASIL LTDA -,POSTO BRASIL,352.97,13/05/2026,combustivel,BRASIL LTDA - MARANGUAPE
Maranguape,LTDA LTDA -,A M DIESEL LTDA,333.01,13/05/2026,combustivel,LTDA LTDA - MARANGUAPE
Maranguape,PROGRESSO LTDA -,POSTO PROGRESSO,277.77,13/05/2026,combustivel,PROGRESSO LTDA - MARANGUAPE
Ipaumirim,FRIA,PORFRIO SOLUCAO EM CAMARA FRIA,4333.34,13/05/2026,outros,IPAUMIRIMFRIA
Luís Gomes,LTDA -,EXPRESSO GUANABARA,98.92,13/05/2026,transporte,LTDA - LUIS GOMES
Ipaumirim,FRIA,PORFRIO SOLUCAO EM CAMARA FRIA,4333.34,13/05/2026,outros,IPAUMIRIMFRIA
Ipaumirim,FRIA,PORFRIO SOLUCAO EM CAMARA FRIA,4333.34,13/05/2026,outros,IPAUMIRIMFRIA
Cocalinho,LTDA -,AUTO POSTO KARAJAS,342.56,13/05/2026,combustivel,LTDA - COCALINHO
Não identificada,R. DIAS LEITE COMERCIO,SUPERMERCADO VITORIA R. DIAS LEITE COMER,35.98,13/05/2026,alimentos,R. DIAS LEITE COMERCIO
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,13/05/2026,combustivel,LTDA GRANDE
Fortaleza,HOTEL LTDA -,TAVARES HOTEL,211.1,13/05/2026,servicos,HOTEL LTDA - FORTALEZA
Fortaleza,AIRLINES LTDA -,LATAM AIRLINES,684.63,13/05/2026,outros,AIRLINES LTDA - FORTALEZA
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,146.69,13/05/2026,transporte,E TURISMO
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,208.0,13/05/2026,transporte,E TURISMO
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,236.11,13/05/2026,transporte,E TURISMO
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,402.76,13/05/2026,transporte,E TURISMO
Cocalinho,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,519.8,13/05/2026,transporte,- COCALINHO
Cocalinho,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,519.8,13/05/2026,transporte,- COCALINHO
Cocalinho,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,519.8,13/05/2026,transporte,- COCALINHO
Cocalinho,LINHAS AEREASLTDA -,GOL LINHAS AEREAS,319.8,13/05/2026,outros,LINHAS AEREASLTDA - COCALINHO
Cocalinho,LINHAS AEREASLTDA -,GOL LINHAS AEREAS,319.8,13/05/2026,outros,LINHAS AEREASLTDA - COCALINHO
Cocalinho,LINHAS AEREASLTDA -,GOL LINHAS AEREAS,319.8,13/05/2026,outros,LINHAS AEREASLTDA - COCALINHO
Maranguape,PROGRESSO LTDA -,POSTO PROGRESSO,2923.4,13/05/2026,combustivel,PROGRESSO LTDA - MARANGUAPE
Não identificada,FONSECA,MARIA DAS GRACAS FERREIRA FONSECA,1500.0,14/05/2026,outros,FONSECA
Não identificada,LTDA,EXPRESSO GUANABARA LTDA,592.49,14/05/2026,transporte,LTDA
Fortaleza,QUEIROGA LTDA -,OLIMPIO QUEIROGA,5000.0,14/05/2026,pessoa_fisica,QUEIROGA LTDA - FORTALEZA
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,200.0,14/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Luís Gomes,ZARUR LTDA -,POSTO ZARUR,74.01,14/05/2026,combustivel,ZARUR LTDA - LUIS GOMES
Cocalinho,PADILHA DELTDAOLI-,,300.0,14/05/2026,outros,PADILHA DELTDAOLI- COCALINHO
Fortaleza,ENELINDUSTRIAL LTDA -,,518.32,14/05/2026,outros,ENELINDUSTRIAL LTDA - FORTALEZA
Luís Gomes,OVOS          LTDA -,UNA OVOS,380.0,14/05/2026,alimentos,OVOS          LTDA - LUIS GOMES
Luís Gomes,RENOVOLTDA -,PADARIA RENOVO,312.0,14/05/2026,alimentos,RENOVOLTDA - LUIS GOMES
Fortaleza,ENELINDUSTRIAL LTDA -,,227.1,14/05/2026,outros,ENELINDUSTRIAL LTDA - FORTALEZA
Ipaumirim,INDUSTRIAL LTDA -,CAGEPA,48.58,14/05/2026,outros,INDUSTRIAL LTDA - IPAUMIRIM
Não identificada,PETROLEO,F NOBRE COMERCIO DE PETROLEO,310.57,14/05/2026,outros,PETROLEO
Não identificada,PETROLEO,F NOBRE COMERCIO DE PETROLEO,541.72,14/05/2026,outros,PETROLEO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,1562.4,14/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Ipaumirim,BARBOSALTDA -,J B ALVES BARBOSA,72.9,14/05/2026,outros,BARBOSALTDA - IPAUMIRIM
Campo Grande,LTDA -,COMERCIO SAO PEDRO,156.84,14/05/2026,outros,LTDA - CAMPO GRANDE
Não identificada,S/A   GRANDE,SENDAS DISTRIBUIDORA S/A,1288.8,14/05/2026,alimentos,S/A   GRANDE
Não identificada,DE DOCES VALE VERDE LTDA,INDUSTRIA E COMERCIO DE DOCES VALE VERDE,816.52,14/05/2026,outros,DE DOCES VALE VERDE LTDA
Não identificada,INDUSTRIA E COMERCIO DE DOCES VALE VERDE,INDUSTRIA E COMERCIO DE DOCES VALE VERDE,1168.98,14/05/2026,outros,
Maranguape,PANIFICADORA SANTA TEREZINHA,PANIFICADORA SANTA TEREZINHA,732.0,14/05/2026,alimentos,MARANGUAPE
Não identificada,GRANDE LTDA,LBN INDUSTRIA E COM. DE ALIMENTOS LTDA,3960.0,14/05/2026,alimentos,GRANDE LTDA
Ipaumirim,SUPERMERCADO BOM PREÇO,SUPERMERCADO BOM PREÇO,257.88,14/05/2026,alimentos,IPAUMIRIM
Ipaumirim,LTDA -,HORTIFRUTI PAI ETERNO,240.0,14/05/2026,alimentos,LTDA - IPAUMIRIM
Não identificada,BARATAO LTDA,DSB-DISTRIBUIDORA SUPER BARATAO LTDA,808.01,14/05/2026,alimentos,BARATAO LTDA
Maranguape,LTDA -  DE ALIMENTO,GV DA SILVEIRA DISTRIBUIDORA DE ALIMENTO,6716.23,14/05/2026,alimentos,LTDA - MARANGUAPE DE ALIMENTO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,1198.4,14/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,1439.52,14/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,153.6,14/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Ipaumirim,AUTO POSTO BOM PREÇO,AUTO POSTO BOM PREÇO,480.0,14/05/2026,combustivel,- IPAUMIRIM
Não identificada,PROCESSADOS,ALIMEMPRO PRODUTOS PROCESSADOS,405.0,14/05/2026,outros,PROCESSADOS
Fortaleza,LTDA -   DE ALIMENTO,GV DA SILVEIRA DISTRIBUIDORA DE ALIMENTO,1261.17,14/05/2026,alimentos,LTDA - FORTALEZA  DE ALIMENTO
Campo Grande,EMBALAGENS  LTDA -,ELITE EMBALAGENS,1613.81,14/05/2026,alimentos,EMBALAGENS  LTDA - CAMPO GRANDE
Campo Grande,LTDA -,MULTFRIOS DISTRIBUIDORA,94.5,14/05/2026,alimentos,LTDA - CAMPO GRANDE
Campo Grande,LTDA -,MULTFRIOS DISTRIBUIDORA,704.08,14/05/2026,alimentos,LTDA - CAMPO GRANDE
Maranguape,CAROAINDUSTRIAL LTDA -,CAROA,4325.0,14/05/2026,outros,CAROAINDUSTRIAL LTDA - MARANGUAPE
Campo Grande,INDUSTRIAL LTDA -,ENERGISA,3738.89,14/05/2026,energia,INDUSTRIAL LTDA - CAMPO GRANDE
Campo Grande,INDUSTRIAL LTDA -,ENERGISA,381.04,14/05/2026,energia,INDUSTRIAL LTDA - CAMPO GRANDE
Luís Gomes,87       LTDA -,GARAGE 87,75.0,14/05/2026,outros,87       LTDA - LUIS GOMES
Fortaleza,LTDA -,DARLEY DIAS BORGES,3500.0,14/05/2026,outros,LTDA - FORTALEZA
Maranguape,INDUSTRIAL LTDA -,GT EMBALAGENS,1164.0,14/05/2026,alimentos,INDUSTRIAL LTDA - MARANGUAPE
Maranguape,INDUSTRIAL LTDA -,GT EMBALAGENS,50.0,14/05/2026,alimentos,INDUSTRIAL LTDA - MARANGUAPE
Não identificada,MATEUS SUPERMECADOS S A,MATEUS SUPERMECADOS S A,1747.5,14/05/2026,outros,SA
Não identificada,S.A,MATEUS SUPERMERCADOS S.A,85.92,14/05/2026,alimentos,S.A
Não identificada,MATEUS SUPERMECADOS S A,MATEUS SUPERMECADOS S A,1833.42,14/05/2026,outros,SA
Maranguape,INDUSTRIAL LTDA -,CAROA,603.0,14/05/2026,outros,INDUSTRIAL LTDA - MARANGUAPE
Maranguape,INDUSTRIAL LTDA -,GT EMBALAGENS,90.0,14/05/2026,alimentos,INDUSTRIAL LTDA - MARANGUAPE
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,14/05/2026,combustivel,LTDA GRANDE
Não identificada,MAQ E EQUIP,SALVADOR COMERCIAL DE MAQ E EQUIP,157.02,14/05/2026,outros,MAQ E EQUIP
Maranguape,BRASIL LTDA -,POSTO BRASIL,215.45,14/05/2026,combustivel,BRASIL LTDA - MARANGUAPE
Cocalinho,LUIZA LTDA -,MAGAZINE LUIZA,233.8,14/05/2026,outros,LUIZA LTDA - COCALINHO
Cocalinho,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,439.6,14/05/2026,transporte,- COCALINHO
Não identificada,NOGUEIRA,WILLIAM XIMENES BELCHIOR NOGUEIRA,650.0,14/05/2026,outros,NOGUEIRA
Cocalinho,BENTO AVILALTDA -,DANIEL BENTO AVILA,1700.0,14/05/2026,outros,BENTO AVILALTDA - COCALINHO
Não identificada,OLIVEIRA,RINALDO LOURENCO DE OLIVEIRA,350.0,14/05/2026,outros,OLIVEIRA
Cocalinho,WILKERSON DIEGO DE OLIVEIRA,WILKERSON DIEGO DE OLIVEIRA,200.0,14/05/2026,pessoa_fisica,COCALINHO
Cocalinho,KELLIANNY BARROSO LOPES,KELLIANNY BARROSO LOPES,200.0,14/05/2026,outros,- COCALINHO
Não identificada,GRANDE,QUERO PASSAGEM VIAGEM E TURISMO,110.79,14/05/2026,transporte,GRANDE
Cocalinho,LTDA -,AUTO POSTO KARAJAS,281.92,14/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,LTDA -,AUTO POSTO KARAJAS,893.69,14/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,LTDA -,AUTO POSTO KARAJAS,432.03,14/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,LTDA -,MARISOL PRESENTES,286.9,14/05/2026,servicos,LTDA - COCALINHO
Campo Grande,LOCALIZA,LOCALIZA,5616.8,14/05/2026,transporte,CAMPO GRANDE
Não identificada,LOGISTICA E SERV LTDA,CBL CABO BRANCO COM LOGISTICA E SERV LTD,228.95,14/05/2026,outros,LOGISTICA E SERV LTDA
Fortaleza,AIRLINES LTDA -,LATAM AIRLINES,433.99,14/05/2026,outros,AIRLINES LTDA - FORTALEZA
Luís Gomes,LOCALIZA,LOCALIZA,304.95,14/05/2026,transporte,LUIS GOMES
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,236.11,14/05/2026,transporte,E TURISMO
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,240.0,14/05/2026,transporte,E TURISMO
Não identificada,LTDA,EXPRESSO GUANABARA LTDA,642.41,14/05/2026,transporte,LTDA
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,712.78,14/05/2026,transporte,E TURISMO
Cocalinho,AI     LTDA -,EMBARCA AI,234.0,14/05/2026,transporte,AI     LTDA - COCALINHO
Não identificada,E TURISMO,QUERO PASSAGEM VIAGEM E TURISMO,236.11,14/05/2026,transporte,E TURISMO
Campo Grande,LOCALIZA,LOCALIZA,3407.23,14/05/2026,transporte,CAMPO GRANDE
Maranguape,CAROAINDUSTRIAL LTDA -,CAROA,4823.5,14/05/2026,outros,CAROAINDUSTRIAL LTDA - MARANGUAPE
Fortaleza,VIVOINDUSTRIAL LTDA -,VIVO,134.4,15/05/2026,outros,VIVOINDUSTRIAL LTDA - FORTALEZA
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,906.0,15/05/2026,outros,- IPAUMIRIM
Luís Gomes,CAR -SA,LOCALIZA,2213.63,15/05/2026,transporte,CAR -SALUIS GOMES
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,858.0,15/05/2026,outros,- IPAUMIRIM
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,168.0,15/05/2026,outros,- IPAUMIRIM
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,888.0,15/05/2026,outros,- IPAUMIRIM
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,672.0,15/05/2026,outros,- IPAUMIRIM
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,657.0,15/05/2026,outros,- IPAUMIRIM
Cocalinho,CACIO FREIRES DOS SANTOS,CACIO FREIRES DOS SANTOS,350.0,15/05/2026,outros,- COCALINHO
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,846.0,15/05/2026,outros,- IPAUMIRIM
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,672.0,15/05/2026,outros,- IPAUMIRIM
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,114.0,15/05/2026,outros,- IPAUMIRIM
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,888.0,15/05/2026,outros,- IPAUMIRIM
Não identificada,SANTOS,WMA HORTALIÇAS,3156.5,15/05/2026,alimentos,SANTOS
Luís Gomes,WALMOR SORVETES E GELADOS,WALMOR SORVETES E GELADOS,496.0,15/05/2026,alimentos,LUIS GOMES
Luís Gomes,RENOVOLTDA -,PADARIA RENOVO,663.0,15/05/2026,alimentos,RENOVOLTDA - LUIS GOMES
Luís Gomes,OVOS         LTDA -,UNA OVOS,380.0,15/05/2026,alimentos,OVOS         LTDA - LUIS GOMES
Fortaleza,LTDA -   DE ALIMENTO,GV DA SILVEIRA DISTRIBUIDORA DE ALIMENTO,7434.81,15/05/2026,alimentos,LTDA - FORTALEZA  DE ALIMENTO
Não identificada,LTDA,SUPERMERCADO OLIVEIRA LTDA,39.9,15/05/2026,alimentos,LTDA
Campo Grande,SEARA ALIMENTOS LTDA,SEARA ALIMENTOS LTDA,3460.33,15/05/2026,alimentos,- CAMPO GRANDE
Campo Grande,A          LTDA -,JBS S A,3346.33,15/05/2026,outros,A          LTDA - CAMPO GRANDE
Campo Grande,A          LTDA -,JBS S A,2611.88,15/05/2026,outros,A          LTDA - CAMPO GRANDE
Não identificada,GRANDE,ALVORADA LATICINIOS CAMPO GRANDE,810.3,15/05/2026,alimentos,GRANDE
Não identificada,GRANDE,H C INDUSTRIA DE ALIMENTOS LTDA,1483.14,15/05/2026,alimentos,GRANDE
Campo Grande,LTDA -,OTAVIO PERINI JUNIOR,1420.0,15/05/2026,outros,LTDA - CAMPO GRANDE
Não identificada,A    GRANDE,COMPANHIA ULTRAGAZ S A,5073.95,15/05/2026,outros,A    GRANDE
Ipaumirim,PREÇO-,AUTO POSTO BOM PREÇO,292.93,15/05/2026,combustivel,PREÇO- IPAUMIRIM
Ipaumirim,PREÇO-,AUTO POSTO BOM PREÇO,287.91,15/05/2026,combustivel,PREÇO- IPAUMIRIM
Ipaumirim,LTDA,NG DISTRIBUIDORA DE ALIMENTOS LTDA,25804.1,15/05/2026,alimentos,IPAUMIRIM LTDA
Fortaleza,LTDA,ANS E SERVISO EM TECNOLOGIA LTDA,99.95,15/05/2026,servicos,- FORTALEZALTDA
Cocalinho,LTDA-,CANTINA EM CASA LTDA,8475.0,15/05/2026,outros,LTDA- COCALINHO
Fortaleza,DOCE       LTDA -,KASA DOCE,1148.0,15/05/2026,outros,DOCE       LTDA - FORTALEZA
Não identificada,BARATAO LTDA,DSB-DISTRIBUIDORA SUPER BARATAO LTDA,10166.0,15/05/2026,alimentos,BARATAO LTDA
Não identificada,BARATAO LTDA,DSB-DISTRIBUIDORA SUPER BARATAO LTDA,3987.77,15/05/2026,alimentos,BARATAO LTDA
Campo Grande,LTDA -,MULTFRIOS DISTRIBUIDORA,605.2,15/05/2026,alimentos,LTDA - CAMPO GRANDE
Maranguape,LTDA -  DE ALIMENTO,GV DA SILVEIRA DISTRIBUIDORA DE ALIMENTO,12076.05,15/05/2026,alimentos,LTDA - MARANGUAPE DE ALIMENTO
Não identificada,EMBALAGENS LTDA,EFICAZ ATACADO DA LIMPEZA E EMBALAGENS L,568.44,15/05/2026,alimentos,EMBALAGENS LTDA
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,1478.37,15/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,115.2,15/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Maranguape,PANIFICADORA SANTA TEREZINHA,PANIFICADORA SANTA TEREZINHA,450.0,15/05/2026,alimentos,MARANGUAPE
Não identificada,LTDA,ATLANTICA AGROINDUSTRIAL LTDA,1440.0,15/05/2026,outros,LTDA
Não identificada,S.A,MATEUS SUPERMERCADOS S.A,382.8,15/05/2026,alimentos,S.A
Não identificada,S.A,MATEUS SUPERMERCADOS S.A,1569.17,15/05/2026,alimentos,S.A
Fortaleza,TECH LTDA -,GASTRO TECH,700.0,15/05/2026,energia,TECH LTDA - FORTALEZA
Fortaleza,ANDERSON DIAS DE SOUSA,ANDERSON DIAS DE SOUSA,600.0,15/05/2026,outros,- FORTALEZA
Não identificada,BARATAO LTDA,DSB-DISTRIBUIDORA SUPER BARATAO LTDA,3332.4,15/05/2026,alimentos,BARATAO LTDA
Não identificada,S.A,MATEUS SUPERMERCADOS S.A,1951.97,15/05/2026,alimentos,S.A
Maranguape,LTDA -,ATACAREJO O IRMAO,224.9,15/05/2026,alimentos,LTDA - MARANGUAPE
Fortaleza,LTDA -,BODEGAO ATACAREJO,233.5,15/05/2026,alimentos,LTDA - FORTALEZA
Fortaleza,LTDA,SIMAG COMERCIO DE DOMISSANITARIOS LTDA,290.0,15/05/2026,outros,- FORTALEZA      LTDA
Maranguape,CASA       LTDA -,LOBOS CASA,60.0,15/05/2026,outros,CASA       LTDA - MARANGUAPE
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,15/05/2026,combustivel,LTDA GRANDE
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,15/05/2026,combustivel,LTDA GRANDE
Não identificada,LTDA GRANDE,POSTO KATIA LOCATELLI LTDA,200.0,15/05/2026,combustivel,LTDA GRANDE
Ipaumirim,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,446.78,15/05/2026,transporte,- IPAUMIRIM
Ipaumirim,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,446.78,15/05/2026,transporte,- IPAUMIRIM
Ipaumirim,AZUL LINHAS AEREAS BRASILEIRAS,AZUL LINHAS AEREAS BRASILEIRAS,446.78,15/05/2026,transporte,- IPAUMIRIM
Maranguape,PROGRESSO  LTDA -,POSTO PROGRESSO,283.73,15/05/2026,combustivel,PROGRESSO  LTDA - MARANGUAPE
Maranguape,BRASIL LTDA -,POSTO BRASIL,335.98,15/05/2026,combustivel,BRASIL LTDA - MARANGUAPE
Não identificada,LTDA POSTO SD CIDADE,HI COMERCIO DE PETROLEO LTDA POSTO SD CI,52.37,15/05/2026,combustivel,LTDA POSTO SD CIDADE
Maranguape,PROGRESSO  LTDA -,POSTO PROGRESSO,699.91,15/05/2026,combustivel,PROGRESSO  LTDA - MARANGUAPE
Cocalinho,LTDA -,KAIKE JOSE DO NASCIMENTO,350.0,15/05/2026,pessoa_fisica,LTDA - COCALINHO
Cocalinho,LTDA -,ERICLES MIKAEL GALDINO,350.0,15/05/2026,outros,LTDA - COCALINHO
Não identificada,GRANDE,QUERO PASSAGEM VIAGEM E TURISMO,95.98,15/05/2026,transporte,GRANDE
Campo Grande,MILHAS       LTDA -,MAX MILHAS,1533.39,15/05/2026,transporte,MILHAS       LTDA - CAMPO GRANDE
Cocalinho,LTDA -,AUTO POSTO KARAJAS,265.7,15/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,LTDA -,AUTO POSTO KARAJAS,251.33,15/05/2026,combustivel,LTDA - COCALINHO
Cocalinho,LTDA -,NOVA OPCAO PAPELARIA,1350.8,15/05/2026,outros,LTDA - COCALINHO
Não identificada,E COMERCIO,SLASER LIMEIRA INDUSTRIA E COMERCIO,2835.0,15/05/2026,outros,E COMERCIO
Fortaleza,LUIZA LTDA -,MAGAZINE LUIZA,92.0,15/05/2026,outros,LUIZA LTDA - FORTALEZA
Campo Grande,INDUSTRIAL LTDA -,,207.5,15/05/2026,outros,INDUSTRIAL LTDA - CAMPO GRANDE
Campo Grande,INDUSTRIAL LTDA -,SEFAZ,10117.25,15/05/2026,outros,INDUSTRIAL LTDA - CAMPO GRANDE
Cocalinho,PARAUNALTDA II    -,POSTO PARAUNA II,739.2,15/05/2026,combustivel,PARAUNALTDA II    - COCALINHO
Campo Grande,AIRLINES LTDA -,LATAM AIRLINES,762.24,15/05/2026,outros,AIRLINES LTDA - CAMPO GRANDE
Fortaleza,INDUSTRIAL LTDA -,SEFAZ,486.26,15/05/2026,outros,INDUSTRIAL LTDA - FORTALEZA
Fortaleza,INDUSTRIAL LTDA -,GODADDY,683.4,15/05/2026,outros,INDUSTRIAL LTDA - FORTALEZA
Maranguape,LTDA LTDA -,A M DIESEL LTDA,255.1,15/05/2026,combustivel,LTDA LTDA - MARANGUAPE
Ipaumirim,JOSÉ LUIZ MOREIRA GOMES,JOSÉ LUIZ MOREIRA GOMES,657.0,16/05/2026,outros,- IPAUMIRIM
Não identificada,LTDA,JURIAN BERNARDO DE ARAUJO LTDA,33.0,16/05/2026,outros,LTDA
Luís Gomes,RENOVOLTDA -,PADARIA RENOVO,216.0,16/05/2026,alimentos,RENOVOLTDA - LUIS GOMES
Não identificada,GOMES LTDA,VO ITA FRIOS,231.26,16/05/2026,alimentos,GOMES LTDA
Ipaumirim,OVOS       LTDA -,CAJÁ OVOS,2070.0,16/05/2026,alimentos,OVOS       LTDA - IPAUMIRIM
Não identificada,SILVA,SUBERLANDIO ARAUJO DA SILVA,37.5,16/05/2026,outros,SILVA
Não identificada,MABELY,MABELY,900.0,16/05/2026,outros,
Ipaumirim,INDUSTRIAL LTDA -,ENERGISA,251.02,16/05/2026,energia,INDUSTRIAL LTDA - IPAUMIRIM
Não identificada,GRANDE,ESTANCIA JOIA COMERCIO DE HORTIFRUT,3353.5,16/05/2026,alimentos,GRANDE
Cocalinho,S. A LTDA -,ATACADAO,37388.23,16/05/2026,alimentos,S. A LTDA - COCALINHO
Não identificada,DE ALIMENTOS,HUNGRIA IND COMERCIO DE ALIMENTOS,27084.0,16/05/2026,alimentos,DE ALIMENTOS
Cocalinho,MULTICANAL ATACADO LTDA,MULTICANAL ATACADO LTDA,6349.67,16/05/2026,outros,COCALINHO
Ipaumirim,LTDA -,CASA DAS EMBALAGENS,730.0,16/05/2026,alimentos,LTDA - IPAUMIRIM
Não identificada,DE ALIMENTOS SA,NOVO ATACADO COMERCIO DE ALIMENTOS SA,2061.04,16/05/2026,alimentos,DE ALIMENTOS SA
Ipaumirim,WALMOR SORVETES E GELADOS,WALMOR SORVETES E GELADOS,840.0,16/05/2026,alimentos,IPAUMIRIM
Campo Grande,LTDA -,MULTFRIOS DISTRIBUIDORA,1416.75,16/05/2026,alimentos,LTDA - CAMPO GRANDE
Fortaleza,IRACILDA DE LIMA ROSSAS,IRACILDA DE LIMA ROSSAS,219.9,16/05/2026,pessoa_fisica,- FORTALEZA
Fortaleza,IRACILDA DE LIMA ROSSAS,IRACILDA DE LIMA ROSSAS,756.2,16/05/2026,pessoa_fisica,- FORTALEZA
Fortaleza,IRACILDA DE LIMA ROSSAS,IRACILDA DE LIMA ROSSAS,976.1,16/05/2026,pessoa_fisica,- FORTALEZA
Fortaleza,LTDA.,J. E. COMERCIO DE EMBALAGENS LTDA.,469.0,16/05/2026,alimentos,- FORTALEZA  LTDA.
Fortaleza,LTDA.,J. E. COMERCIO DE EMBALAGENS LTDA.,1012.0,16/05/2026,alimentos,- FORTALEZA  LTDA.
Fortaleza,IRACILDA DE LIMA ROSSAS,IRACILDA DE LIMA ROSSAS,382.5,16/05/2026,pessoa_fisica,- FORTALEZA
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,1537.2,16/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
Cocalinho,SAO LUIZ LTDA -,MEGA SAO LUIZ,75.0,16/05/2026,alimentos,SAO LUIZ LTDA - COCALINHO
